,OrphaNumber,Disorder_Name,Category
3978,98555,Microphthalmia-anophthalmia-coloboma,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3979,98557,Syndromic aniridia,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3980,98560,Rare palpebral disorder,rare developmental anomalies during embryogenesis|rare ophthalmic disorders
3981,98561,Congenital malformation of the eyelid,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3982,98562,Cryptophthalmia,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3983,98563,Microblepharon-ablephara syndrome,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3984,98564,Eyelid border anomaly,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3985,98565,Syndromic ankyloblepharon filiforme adnatum,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3986,98566,Syndromic eyelid coloboma,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3987,98567,Rare eyelid malposition disorder,rare developmental anomalies during embryogenesis|rare ophthalmic disorders
3988,98570,Congenital ectropion,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3989,98571,Secondary ectropion,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3990,98574,Syndromic epicanthus,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3991,98575,Syndromic telecanthus,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3992,98576,Syndromic outer canthal malposition,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3993,98578,Rare disorder with ptosis,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3994,98594,Rare eyebrow/eyelash disorder,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3995,98602,Rare disorder of the lacrimal apparatus,rare ophthalmic disorders
3996,98604,Congenital alacrima,rare genetic diseases|rare ophthalmic disorders
3997,98605,Lacrimal drainage system anomaly,rare developmental anomalies during embryogenesis|rare ophthalmic disorders
3998,98606,Syndromic orbital border hypoplasia,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
3999,98609,EEC syndrome and related disorders,rare developmental anomalies during embryogenesis|rare genetic diseases|rare skin diseases|rare ophthalmic disorders
4000,98610,Rare disorder with conjunctival involvement as a major feature,rare ophthalmic disorders
4001,98618,Rare refraction anomaly,rare genetic diseases|rare ophthalmic disorders
4002,98619,Rare isolated myopia,rare genetic diseases|rare ophthalmic disorders
4003,98621,Rare hyperopia and astigmatism,rare genetic diseases|rare ophthalmic disorders
4004,98622,Syndromic hyperopia,rare genetic diseases|rare ophthalmic disorders
4005,98623,Syndromic keratoconus,rare ophthalmic disorders
4006,98625,Superficial corneal dystrophy,rare ophthalmic disorders
4007,98626,Stromal corneal dystrophy,rare genetic diseases|rare ophthalmic disorders
4008,98627,Posterior corneal dystrophy,rare genetic diseases|rare ophthalmic disorders
4009,98628,Syndromic corneal dystrophy,rare genetic diseases|rare ophthalmic disorders
4010,98631,Congenital malformation of the eye with glaucoma as a major feature,rare developmental anomalies during embryogenesis|rare ophthalmic disorders
4011,98634,Anterior segment developmental anomaly without extraocular manifestations,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
4012,98635,Corneodysgenesis,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
4013,98638,Rare disease with glaucoma as a major feature,rare genetic diseases|rare ophthalmic disorders
4014,98639,Rare lens disease,rare ophthalmic disorders
4015,98640,Rare disorder with lens opacification,rare ophthalmic disorders
4016,98641,Syndromic cataract,rare ophthalmic disorders
4017,98642,Chromosomal anomaly with cataract,rare genetic diseases|rare ophthalmic disorders
4018,98644,Metabolic disease with cataract,rare genetic diseases|rare ophthalmic disorders
4019,98646,Renal disease with cataract,rare genetic diseases|rare ophthalmic disorders
4020,98648,Musculoskeletal disease with cataract,rare genetic diseases|rare ophthalmic disorders
4021,98649,Dentocutaneous disease with cataract,rare genetic diseases|rare ophthalmic disorders
4022,98650,Craniofacial anomaly with cataract,rare genetic diseases|rare ophthalmic disorders
4023,98652,Lens size anomaly,rare developmental anomalies during embryogenesis|rare ophthalmic disorders
4024,98653,Lens position anomaly,rare developmental anomalies during embryogenesis|rare ophthalmic disorders
4025,98655,Lens shape anomaly,rare developmental anomalies during embryogenesis|rare genetic diseases|rare ophthalmic disorders
4026,98658,Color-vision disease,rare genetic diseases|rare ophthalmic disorders
4027,98661,Syndromic rod-cone dystrophy,rare genetic diseases|rare ophthalmic disorders
4028,98668,Vitreoretinopathy,rare genetic diseases|rare ophthalmic disorders
4029,98671,Hereditary optic neuropathy,rare genetic diseases|rare ophthalmic disorders
4030,98672,Autosomal dominant optic atrophy,rare inborn errors of metabolism|rare genetic diseases|rare ophthalmic disorders
4031,98673,"Autosomal dominant optic atrophy, classic form",rare inborn errors of metabolism|rare genetic diseases|rare ophthalmic disorders
4032,98676,Autosomal recessive isolated optic atrophy,rare genetic diseases|rare ophthalmic disorders
4033,98681,Rare disorder with strabismus,rare ophthalmic disorders
4034,98683,Syndromic disorder with strabismus,rare ophthalmic disorders
4035,98684,Craniostenosis with strabismus,rare genetic diseases|rare ophthalmic disorders
4036,98685,Rare oculomotor nerve disorder,rare genetic diseases|rare ophthalmic disorders
4037,98686,Congenital trochlear nerve palsy,rare genetic diseases|rare ophthalmic disorders
4038,98687,Supranuclear eye movement disorder,rare genetic diseases|rare ophthalmic disorders
4039,98688,Oculomotor apraxia,rare genetic diseases|rare ophthalmic disorders
4040,98706,Oculocutaneous or ocular albinism,rare genetic diseases|rare ophthalmic disorders
4041,98715,Uveitis,rare ophthalmic disorders
4042,98716,Heart position anomaly,rare developmental anomalies during embryogenesis|rare cardiac malformations
4043,98717,Transposition of the great arteries and conotruncal cardiac anomaly,rare developmental anomalies during embryogenesis|rare cardiac malformations
4044,98718,Aortic malformation,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare circulatory system diseases
4045,98719,Pulmonary artery or pulmonary branch anomaly,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare circulatory system diseases
4046,98720,Atrioventricular valve anomaly,rare developmental anomalies during embryogenesis|rare cardiac malformations
4047,98721,Congenital tricuspid malformation,rare developmental anomalies during embryogenesis|rare cardiac malformations
4048,98722,Atrioventricular septal defect,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare genetic diseases
4049,98723,Hypoplastic right heart syndrome,rare developmental anomalies during embryogenesis|rare cardiac malformations
4050,98724,Congenital anomaly of the great arteries,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare circulatory system diseases
4051,98725,Ascending aorta anomaly,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare circulatory system diseases
4052,98727,Rare atrial defect and interatrial communication,rare developmental anomalies during embryogenesis|rare cardiac malformations
4053,98729,Congenital pulmonary veins anomaly,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare circulatory system diseases
4054,98731,Congenital arteriovenous fistula,rare developmental anomalies during embryogenesis|rare circulatory system diseases
4055,98733,Noonan syndrome and Noonan-related syndrome,rare developmental anomalies during embryogenesis|rare cardiac malformations|rare genetic diseases
4056,98737,Genetic neurological muscular channelopathy,rare genetic diseases|rare neurological diseases
4057,98738,Neurological muscular channelopathy due to a genetic sodium channel defect,rare genetic diseases|rare neurological diseases
4058,98739,Neurological muscular channelopathy due to a genetic chloride channel defect,rare genetic diseases|rare neurological diseases
4059,98740,Neurological muscular channelopathy due to a genetic calcium channel defect,rare genetic diseases|rare neurological diseases
4060,98741,Neurological muscular channelopathy due to a genetic potassium channel defect,rare genetic diseases|rare neurological diseases
4061,98742,Neurological muscular channelopathy due to a genetic ryanodine receptor defect,rare genetic diseases|rare neurological diseases
4062,98743,Genetic neurological channelopathy of the central nervous system,rare genetic diseases
4063,98744,Neurological channelopathy of the central nervous system due to a genetic sodium channel defect,rare genetic diseases
4064,98745,Neurological channelopathy of the central nervous system due to a genetic calcium channel defect,rare genetic diseases
4065,98746,Neurological channelopathy of the central nervous system due to a genetic potassium channel defect,rare genetic diseases
4066,98747,Neurological channelopathy of the central nervous system due to a genetic glycine receptor defect,rare genetic diseases
4067,98748,Neurological channelopathy of the central nervous system due to a genetic acetylcholine receptor defect,rare genetic diseases
4068,98749,Neurological channelopathy of the central nervous system due to a genetic GABA receptor defect,rare genetic diseases
4069,98750,Autoimmune neurological channelopathy,rare neurological diseases
